descript,cTimeStamp,userId,postId
Nec medium nec ultimum nec extremum sit ita ferri ut,2007-05-11 01:17:39,8,405
Rerum facilis est et ad usus civium non inutile nosque,1998-04-10 12:20:56,12,562
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2011-02-07 03:09:23,11,243
Nisi nescio quam illam umbram quod appellant honestum non,2007-06-26 10:17:56,9,236
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2003-03-21 07:45:12,9,538
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,1999-09-16 07:21:14,11,335
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2019-08-13 08:49:52,13,156
Libris quaeritur qui sit finis quid,1999-05-02 05:53:17,14,55
Plurimum afferat Nam diligi et carum esse iucundum,1996-09-01 04:37:17,12,56
Tantum enim esse censet quantus videtur,2009-07-09 02:06:16,6,230
Malum est vivere cum dolore,1995-05-13 12:31:36,5,373
De finibus bonorum et malorum fere a,2011-10-24 08:16:18,9,20
Nihil afferrent quo iucundius id est voluptatem et dolorem,2014-01-02 02:29:41,7,542
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2017-06-27 09:49:44,10,250
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2021-05-16 02:24:19,9,6
Ferrentur et ut dixi ad lineam numquam fore ut,2022-09-18 10:42:28,6,249
Iudicium retinent ne voluptate victi faciant id quod propositum,1999-09-22 02:41:38,12,219
Et urbane Stoicos irridente statua est in eo quod,2004-06-23 10:58:50,10,362
Non inviti legant Quis enim tam,2020-02-04 12:41:22,12,297
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2018-09-11 03:41:31,9,395
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2011-08-12 10:32:29,12,334
Beatus Multoque hoc melius nos veriusque quam Stoici,1992-03-03 12:05:25,7,13
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2011-12-20 01:25:36,14,405
Meis civibus si ad eorum cognitionem divina illa ingenia,1990-12-05 10:47:07,7,302
Vindicet et ipsius fortunae modice ferre doceat iniurias,2011-10-01 03:04:06,10,319
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2023-01-12 02:32:42,10,218
Epicuri sententia de voluptate a meque ei responsum,2012-03-20 06:33:30,7,121
Etiam oportet in eo quod semel admissum coerceri reprimique,2016-12-23 11:58:51,13,586
Iis servire qui vel utrisque litteris uti velint vel,2021-05-07 10:34:05,10,529
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2012-01-21 10:19:42,11,8
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2020-11-06 11:18:26,9,594
Quem ad modum sit affectus eum necesse,2001-05-15 02:06:28,5,332
Cum eas voluptates quae ad amicos pertinerent negarent,1992-05-09 11:39:19,12,394
Desideraret quia quod dolore caret id in hominum,2009-06-15 11:05:16,10,70
Sunt sic inprobitas si cuius in mente consedit,2007-09-05 02:10:10,10,397
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2014-05-11 04:56:38,6,345
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2021-05-03 10:13:43,9,34
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,1996-11-25 10:36:19,6,463
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,1997-01-15 08:14:23,13,311
In oculis quidem exercitus -- Quid ex eo perciperet corpore,2019-08-27 07:18:33,11,488
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,1992-05-26 04:10:13,14,565
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2013-04-13 10:06:17,14,325
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,2014-12-10 01:01:04,8,69
Nihil sane -- 'At si voluptas esset bonum desideraret,1993-01-16 02:28:59,5,452
Ei responsum cum C Triarius in,1998-11-12 06:24:54,12,79
Iucunde Neque enim civitas in seditione beata esse,2006-05-08 07:45:02,9,486
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2018-06-16 04:36:17,8,152
Vel eum iure reprehenderit qui in una virtute,2014-01-18 04:53:07,11,189
Malum dolorem idque instituit docere sic Omne animal simul atque,2008-01-16 10:39:11,10,278
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2017-02-17 01:27:09,7,185
Philosophia defensa et collaudata est cum esset accusata,1992-05-13 02:45:36,12,181
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2020-05-17 11:54:01,13,588
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,2021-08-08 06:12:57,13,223
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,2021-03-21 09:12:55,6,22
Ille quidem utrumque Phaedrum autem etiam,2019-04-13 07:32:41,12,88
Ut cognoscerem quoniam mihi ea facultas ut id apte,2009-06-17 03:32:34,12,76
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,1993-05-27 01:58:02,9,323
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2015-11-24 07:02:01,10,560
Earum explicatis et ut dixi ad lineam,1993-05-03 11:34:58,14,176
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2023-12-16 11:33:27,11,463
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,1995-10-15 08:37:09,5,4
A natura ipsa iudicari Ea quid percipit aut quid,2005-11-19 10:47:10,10,455
Delectamur cum scribimus quis est tam invidus,1991-12-13 07:17:17,11,198
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2023-01-13 01:54:11,11,468
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,1994-10-05 01:04:12,7,131
Iucundo motu voluptatis Sin autem summa voluptas,1997-01-15 08:27:00,8,117
Malint modo legant illa ipsa ne simulent et,1995-04-08 09:01:44,7,130
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,1990-11-20 12:17:14,13,496
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2019-05-03 09:47:04,8,233
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,2018-12-13 09:29:47,7,45
Sunt qua ante quam nati et ad eos,2007-04-01 12:56:58,6,303
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,2001-11-21 02:48:58,9,6
Divina illa ingenia transferrem Sed id,2011-03-26 01:17:45,12,578
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2017-04-01 06:42:07,6,81
Servire qui vel utrisque litteris uti velint vel si suas habent,1996-03-16 08:15:26,5,325
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2007-05-24 04:33:40,10,101
Et ortum esse e corpore et ad corpus referri,2016-01-10 01:34:59,11,41
Ponatur sed sine hoc institutionem omnino,2021-04-04 06:28:18,14,489
Ne simulent et iis servire qui vel,2022-11-26 04:06:51,14,462
Laetamur iis quae recordamur Stulti autem malorum memoria,2008-07-21 12:15:21,13,216
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,2009-08-25 11:27:26,11,38
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,1995-02-12 04:09:20,11,131
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,2003-09-02 10:13:14,14,553
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2019-04-20 04:48:06,6,108
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2019-10-11 11:35:49,6,136
Non placuit Epicuro medium esse quiddam inter dolorem,2000-05-06 05:10:42,8,402
Nec medium nec ultimum nec extremum sit ita ferri ut,2002-02-23 09:11:31,10,360
Rerum facilis est et ad usus civium non inutile nosque,2014-09-22 07:24:37,11,541
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2015-11-06 08:56:57,13,178
Nisi nescio quam illam umbram quod appellant honestum non,2000-09-06 10:47:54,13,351
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2006-09-19 03:31:12,5,207
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,2009-03-08 03:38:24,11,510
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2020-02-10 11:03:48,7,421
Libris quaeritur qui sit finis quid,1998-06-08 09:39:06,11,598
Plurimum afferat Nam diligi et carum esse iucundum,2014-04-10 08:45:15,9,347
Tantum enim esse censet quantus videtur,2022-05-08 12:32:07,10,292
Malum est vivere cum dolore,2023-02-15 04:17:00,7,586
De finibus bonorum et malorum fere a,2013-10-05 07:17:41,5,444
Nihil afferrent quo iucundius id est voluptatem et dolorem,2014-09-03 05:56:03,11,483
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2018-01-05 06:38:01,8,525
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2003-11-12 12:15:00,11,528
Ferrentur et ut dixi ad lineam numquam fore ut,2016-06-22 05:57:13,10,573
Iudicium retinent ne voluptate victi faciant id quod propositum,2017-02-23 01:27:39,11,93
Et urbane Stoicos irridente statua est in eo quod,2016-01-08 05:58:36,6,558
Non inviti legant Quis enim tam,2019-02-14 06:38:04,13,197
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,1997-10-26 04:52:10,12,396
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2002-02-25 10:43:15,7,5
Beatus Multoque hoc melius nos veriusque quam Stoici,2005-06-17 02:39:16,13,168
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2020-05-23 10:23:58,13,507
Meis civibus si ad eorum cognitionem divina illa ingenia,2008-06-18 10:12:57,11,369
Vindicet et ipsius fortunae modice ferre doceat iniurias,1998-11-15 04:49:34,13,516
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2018-10-05 03:50:31,15,339
Epicuri sententia de voluptate a meque ei responsum,2001-08-01 01:22:55,12,414
Etiam oportet in eo quod semel admissum coerceri reprimique,2019-10-21 06:07:50,13,199
Iis servire qui vel utrisque litteris uti velint vel,2020-05-21 08:31:45,9,263
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2008-05-01 05:12:39,12,502
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2002-07-21 09:02:44,14,591
Quem ad modum sit affectus eum necesse,1994-03-06 03:36:39,6,440
Cum eas voluptates quae ad amicos pertinerent negarent,1998-12-26 11:04:19,11,391
Desideraret quia quod dolore caret id in hominum,2007-06-06 02:35:16,9,257
Sunt sic inprobitas si cuius in mente consedit,1999-08-05 07:03:18,13,591
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2011-09-24 12:23:53,12,185
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2011-06-04 03:09:24,13,353
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,1990-02-20 11:09:06,5,362
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,2021-09-11 04:15:55,8,179
In oculis quidem exercitus -- Quid ex eo perciperet corpore,1998-09-16 04:12:21,12,439
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2016-11-25 11:59:16,9,408
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,1990-07-17 12:47:05,9,138
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,2009-03-03 03:36:16,9,297
Nihil sane -- 'At si voluptas esset bonum desideraret,2014-01-27 08:46:27,14,6
Ei responsum cum C Triarius in,2021-01-05 05:56:41,12,253
Iucunde Neque enim civitas in seditione beata esse,1997-01-26 09:54:06,12,111
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,1992-04-22 03:41:30,12,420
Vel eum iure reprehenderit qui in una virtute,1993-10-24 04:48:43,7,122
Malum dolorem idque instituit docere sic Omne animal simul atque,1994-06-20 10:53:11,15,242
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2016-02-09 10:00:42,6,503
Philosophia defensa et collaudata est cum esset accusata,2014-07-10 07:09:35,12,165
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2015-08-01 09:51:16,9,39
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,2001-09-27 05:27:46,13,298
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,1996-03-21 03:45:20,15,192
Ille quidem utrumque Phaedrum autem etiam,1992-08-27 05:21:12,14,599
Ut cognoscerem quoniam mihi ea facultas ut id apte,2016-01-01 03:32:05,9,613
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,1993-03-04 08:15:01,8,410
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2002-08-22 03:38:44,9,167
Earum explicatis et ut dixi ad lineam,2023-04-19 06:23:44,10,420
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2013-04-11 06:46:21,8,8
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,2005-09-25 08:12:58,14,63
A natura ipsa iudicari Ea quid percipit aut quid,2023-06-20 08:22:07,14,331
Delectamur cum scribimus quis est tam invidus,2000-08-14 10:24:24,13,181
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2016-11-13 04:46:03,5,283
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2010-08-27 12:46:21,12,520
Iucundo motu voluptatis Sin autem summa voluptas,1999-10-16 04:24:13,5,280
Malint modo legant illa ipsa ne simulent et,2002-01-01 04:36:30,13,309
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,1991-05-06 03:44:13,12,269
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2002-03-07 05:04:19,7,186
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,2002-05-13 06:54:22,9,465
Sunt qua ante quam nati et ad eos,1993-03-21 02:29:33,12,172
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,2008-03-19 12:13:34,9,7
Divina illa ingenia transferrem Sed id,2010-09-12 02:57:12,14,363
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2002-11-09 07:29:43,11,80
Servire qui vel utrisque litteris uti velint vel si suas habent,2001-12-12 10:02:27,9,455
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2011-11-16 03:02:48,12,105
Et ortum esse e corpore et ad corpus referri,2012-02-08 02:36:11,6,523
Ponatur sed sine hoc institutionem omnino,2011-01-13 03:04:02,10,164
Ne simulent et iis servire qui vel,2014-02-13 12:36:19,13,145
Laetamur iis quae recordamur Stulti autem malorum memoria,2014-09-13 07:30:10,11,465
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,2013-12-22 01:32:48,9,143
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,2000-11-24 12:31:40,12,10
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,1990-01-04 08:56:56,5,338
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2021-08-15 06:47:13,7,222
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2004-10-04 02:03:25,7,217
Non placuit Epicuro medium esse quiddam inter dolorem,2017-04-15 10:12:43,15,466
Nec medium nec ultimum nec extremum sit ita ferri ut,1997-07-23 03:36:59,11,416
Rerum facilis est et ad usus civium non inutile nosque,1997-08-15 06:10:01,5,512
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,1999-07-04 05:53:58,11,566
Nisi nescio quam illam umbram quod appellant honestum non,2009-03-15 10:16:41,14,297
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2011-08-07 12:05:17,8,373
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,2009-04-07 12:30:35,11,403
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2015-09-22 05:32:59,14,521
Libris quaeritur qui sit finis quid,2006-03-04 10:08:18,9,363
Plurimum afferat Nam diligi et carum esse iucundum,1997-01-21 05:53:43,6,265
Tantum enim esse censet quantus videtur,2013-12-24 06:23:48,14,448
Malum est vivere cum dolore,2019-02-16 04:47:22,8,226
De finibus bonorum et malorum fere a,2005-10-06 02:38:57,10,230
Nihil afferrent quo iucundius id est voluptatem et dolorem,2011-04-21 05:30:25,12,107
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2016-12-23 01:03:29,7,480
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2006-06-14 02:01:24,6,609
Ferrentur et ut dixi ad lineam numquam fore ut,2023-02-08 05:31:48,15,219
Iudicium retinent ne voluptate victi faciant id quod propositum,2006-01-17 10:25:46,5,217
Et urbane Stoicos irridente statua est in eo quod,2016-12-17 12:24:31,9,268
Non inviti legant Quis enim tam,2001-08-05 05:03:53,8,203
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,1990-10-02 01:10:31,10,388
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2017-10-11 04:57:54,13,143
Beatus Multoque hoc melius nos veriusque quam Stoici,2009-05-24 11:12:18,6,398
Est nihil desiderare manum cum ita esset affecta secundum non recte si,1995-10-15 05:20:39,8,403
Meis civibus si ad eorum cognitionem divina illa ingenia,1996-05-20 08:57:33,7,609
